cubeta_id,cuenca,S_ha,P_m,a_m,b_m,feret_max_m,Dm_m,IC,E,theta_mom_geo,theta_feret_geo,theta_mbr_geo,theta_mom_grid,theta_feret_grid,theta_mbr_grid
CMR_0369,CMR,0.5039182816127832,314.6812772812181,113.52434695787007,73.1950641428912,119.18400291164905,80.10047961556694,1.2505063894285078,1.5509836392280243,59.04415505186207,56.74128920589373,75.14094619706773,59.66507438899221,57.36220854302387,75.76186553419787
CMR_0370,CMR,0.27431206315310686,197.74233426767378,59.5439721187056,59.33413274534147,75.80656117738657,59.09864350426539,1.0650555779663107,1.0035365710031483,45.89509662993255,40.98491344829733,91.10675819302668,46.50681438166683,41.5966312000316,91.71847594476095
CMR_0371,CMR,2.1650895909645045,539.5392442075686,178.09085406318675,153.46849301167373,188.52866878687064,166.03245722178798,1.0343801343973758,1.1604391922297699,178.3420676089314,18.599755522200287,145.56258356334837,178.96023067035082,19.217918583619735,146.1807466247678
CMR_0372,CMR,1.6250699682855292,517.0409487621151,187.4033215263562,121.43819286989034,191.1928996239387,143.84378146387326,1.1441526625477552,1.5431991953893889,58.68385715844326,40.757686000354404,66.5586092126675,59.31169322478708,41.38552206669822,67.18644527901132
CMR_0373,CMR,0.3492153049587638,225.97620454319213,69.01559691732785,60.008490986450155,78.58451478139409,66.68093699853411,1.0787259925572101,1.1500971909610507,150.60534817865818,150.377949435547,1.0992380185373252,151.22432428517465,150.99692554206348,1.7182141250538052
CMR_0374,CMR,0.6244436782076649,295.06659197697434,92.8385747704582,83.80317731655454,104.55358216074671,89.16649508385298,1.053339746285912,1.107816884075573,34.09157293202286,41.345673762197286,171.64124219204902,34.70619257769681,41.960293407871234,172.25586183772296
CMR_0375,CMR,0.14390202782602754,147.96350869174802,40.988706175526886,40.305167447587046,55.04297570577103,42.804410099390225,1.1003129701277108,1.0169590841876222,163.60635620360014,150.31018443485226,15.128255549529387,164.2324620423142,150.93629027356633,15.754361388243467
CMR_0376,CMR,0.5344566711077902,274.8958219616356,78.99605367988376,77.61754067048277,93.05697067147013,82.4919007298264,1.0607351391694857,1.0177603283676988,78.02130870447729,58.25367492603662,99.22273333365321,78.6467196923401,58.879085913899424,99.84814432151602
CMR_0377,CMR,1.0798623761905268,386.5445524897742,119.7531957763271,109.82563808386989,134.87277569904967,117.25713113655209,1.0493259669187769,1.0903938084555074,71.85460965851382,54.74001574536568,91.10453536489017,72.46812965311891,55.353535739970766,91.71805535949525
CMR_0378,CMR,0.9846611309208824,381.1788868042855,139.2626278556182,89.83148805288019,142.8632079726807,111.96916941962706,1.083628723006922,1.550265178437653,79.09273861972795,57.56763820068747,91.09095314543195,79.71976464936193,58.19466423032146,91.71797917506593
CMR_0379,CMR,1.409699785901318,451.601608806391,129.83712302185032,129.65483869993656,156.41919350172245,133.9733374076443,1.0729691405849608,1.0014059199312693,107.59582716047647,56.40566190078802,1.0936101550315858,108.22016355329306,57.02999829360461,1.7179465478481795
CMR_0380,CMR,1.575001441013104,458.4055675056801,143.00507965672182,132.9492296085656,152.22089459560235,141.61052636413544,1.0303967350812964,1.0756367680938286,10.879990787119844,169.89433685665503,10.554820825416662,11.505352222507966,170.51969829204316,11.180182260804784
CMR_0381,CMR,3.410495908767025,700.4448192906668,206.16367383648935,184.87725064320824,253.6258279950703,208.38373876576026,1.0699419831269124,1.1151381423037356,36.83615987050731,26.35016149285984,66.07997398313559,37.45713402746108,26.971135649813608,66.70094814008935
CMR_0382,CMR,1.539720904461769,472.2166064295086,139.8376364410721,120.01684828011085,174.70450159309624,140.01548283729608,1.0735328065206957,1.1651500472225444,161.83512531101638,138.4403479047935,1.0999346491701796,162.45295104114282,139.05817363491994,1.717760379296624
CMR_0383,CMR,3.7207996791677855,722.3381968182067,230.03455568596635,199.84359829809637,258.4721548834942,217.65728312083496,1.0563735149067404,1.1510729272540203,160.14076623897705,153.291007546832,1.0908549464463837,160.76748774206823,153.91772904992317,1.717576449537546
CMR_0384,CMR,0.22424842973374057,178.57313084587048,54.83669534376526,50.41487651862722,62.13575928889026,53.43425573372974,1.0637669070994773,1.0877086116337957,99.45297881131955,129.74492879532713,77.06807494263326,100.06621458743587,130.35816457144344,77.68131071874957
CMR_0385,CMR,0.16377603714629796,160.36768266366695,50.12960720204246,40.20577597262649,60.56755045592934,45.66466106024236,1.1178582656923188,1.2468260091826722,30.14085331361417,52.055299534185835,12.415022599503656,30.753095847216176,52.66754206778784,13.027265133105661
CMR_0386,CMR,0.28904021432011034,226.22016384746374,92.36806800623353,40.83899609765308,95.20907211201497,60.66444023405237,1.1869905059528567,2.2617614738953318,75.92577929849574,68.93792771116924,82.9699506020186,76.54256683913209,69.55471525180559,83.58673814265495
CMR_0387,CMR,0.10886796378071256,129.43929199329745,38.53595233906488,34.6286064213049,47.823668088592534,37.23103498969625,1.106652187173943,1.1128357829426256,103.12775767634591,80.31471624007938,124.78860416356761,103.745857446811,80.93281601054447,125.4067039340327
CMR_0389,CMR,0.1792607217286191,168.40225278629677,69.68337191353207,33.28648741928532,69.6850768806356,47.77466271180192,1.1220194738132205,2.093443235261866,26.16087738324503,34.39356789798485,34.79436764630645,26.772872660583076,35.0055631753229,35.406362923644494
CMR_0391,CMR,0.4090696973060052,286.10138676896065,121.40730543729062,45.0286580054974,123.88202657488777,72.16950291936676,1.2618751158810337,2.696223045831577,9.097527819719037,17.914153323166886,6.294207012913776,9.713986381595475,18.530611885043324,6.910665574790215
CMR_0394,CMR,1.2947842591051446,481.9268867525025,194.51777455163725,91.67852861131664,201.11623257689445,128.39667131952018,1.1947513194430914,2.121737526747635,14.49488247145762,20.217350272462774,5.4999904557388835,15.109689406963955,20.83215720796911,6.114797391245219
CMR_0397,CMR,2.404969324794783,634.260221133606,208.35692019486333,172.4378768051666,234.35187162153798,174.9886295792884,1.1537395274500728,1.208301354987575,139.11782005049028,144.32705248903343,100.56623060266365,139.72995163425384,144.939184072797,101.1783621864272
CMR_0398,CMR,0.5993214101058938,307.2382193592442,105.0096679273011,68.34149462443203,114.98367479512109,87.35443430949937,1.1195420519701837,1.536543332925005,178.94624661255807,160.59386194724152,6.805055926134522,179.56770408659037,161.21531942127382,7.426513400166812
CMR_0399,CMR,0.19891185295353925,179.69108343997,61.93869525304061,37.64797083717029,67.65216192823344,50.32518624873553,1.1365571114892004,1.6452067369295718,20.76310099253715,45.581545118003525,19.52338835395568,21.390551145029693,46.20899527049607,20.150838506448224
CMR_0400,CMR,0.2940209659246174,222.0488083353562,88.36882351907397,42.09063824746335,89.33175814465069,61.18489362550634,1.1551925110973609,2.0994887984241872,45.921979110976785,49.31475763629514,40.894527309159734,46.548842777368066,49.94162130268642,41.521390975551014
CMR_0401,CMR,0.2792233043579773,223.2170930767483,97.03628268325575,38.948845891947485,97.10382686447035,59.62534301118936,1.191644423382229,2.491377612380489,33.59422215386686,37.61489777982328,39.752064986802694,34.21745901226519,38.23813463822161,40.37530184520102
CMR_0402,CMR,0.6042110310421657,332.1445538927782,120.38416745306685,73.7207460304058,125.46752464270477,87.7100551868536,1.2053908177454062,1.6329754368385654,55.84461600304448,46.97479445507984,66.64735888595439,56.468781004697746,47.598959456733105,67.27152388760766
CMR_0403,CMR,0.3142000450728895,217.51422963968196,69.07783266179459,60.00845653380802,89.09619111633857,63.249657891910644,1.094660935530802,1.1511349675004054,50.152101392407886,50.50238101783336,91.09747934947875,50.76985298816382,51.12013261358929,91.71523094523468
CMR_0404,CMR,0.524371512559209,323.3291551710722,121.02980232051178,69.44229731580624,125.79142111556664,81.7098859332808,1.259564438340329,1.7428830410102711,145.77845588608346,143.45110035530007,159.26609301364556,146.40402165473714,144.07666612395374,159.89165878229923
CMR_0405,CMR,0.199236848545682,167.7605952269428,49.42023460752153,49.420230786422294,56.681594824328215,50.366281810033655,1.0602302582950476,1.0000000773185227,136.10512964115486,148.6274020570749,91.10512848944455,136.71518203634048,149.23745445226052,91.71518088463017
CMR_0406,CMR,0.12896836798413006,140.0213468091395,43.165381625553046,31.533947639963642,51.049987403102854,40.5225401643765,1.0998861074681607,1.368854357164234,9.429725236053931,159.68492908719,15.137386055866914,10.0437312412127,160.29893509234876,15.751392061025683
CMR_0407,CMR,2.825194947519898,668.3978015931898,253.1129190124557,151.00787002486553,261.6599700616665,189.66153876757187,1.1217752926245963,1.6761571365173031,4.115721349354324,172.73595293532406,7.436495168727909,4.734494182658665,173.3547257686284,8.05526800203225
CMR_0408,CMR,0.659633759288266,344.0396743247779,140.02829147766693,70.25700508640497,140.04347725211022,91.64451905968713,1.1949566728120964,1.9930865442592427,140.250418660955,135.24816632264316,136.09194511372405,140.87357594144572,135.87132360313387,136.71510239421477
CMR_0409,CMR,2.850411758870697,649.0388635056557,209.05336164002227,190.02847892446513,214.88727289226944,190.50608835867374,1.0844560851114438,1.1001159553727702,154.85034509295562,167.47387995089574,1.0891236489434817,155.4762544375598,168.0997892954999,1.715032993547652
CMR_0410,CMR,0.5291477247007786,283.7139166030982,88.9202355014815,70.01012627709748,100.27953128755854,82.08116763884799,1.1002395202276287,1.2701053437546805,94.14647858842704,120.80700923444691,91.09383776903135,94.76759661600178,121.42812726202165,91.71495579660609
CMR_0411,CMR,0.44924927575383106,267.9585357528324,98.87773466226227,59.84665742772196,108.96659248490658,75.63081007984837,1.1277659319979385,1.6521847486917536,13.839165570438881,27.371204606037086,1.092233466393965,14.461835333223306,27.993874368821512,1.7149032291783897
CMR_0412,CMR,0.32424215260189426,217.17002373657897,63.88922417437793,57.343401027851485,76.15817341663721,64.25246538171007,1.0758710210954672,1.1141512890619647,12.418654984380625,51.19382831552408,10.560060815697598,13.035823142428427,51.81099647357188,11.1772289737454
CMR_0413,CMR,0.15394953589778593,152.94738043934305,43.46332889561231,40.42578980704174,55.446642674626545,44.27354029199456,1.0996333913816074,1.0751386454802538,33.43257085432893,59.88042586680792,15.125977783833553,34.0577350476587,60.50559006013769,15.751141977163327
CMR_0414,CMR,1.2547883003181832,435.0166217736921,142.7906402215268,121.98191245726571,154.50796913971828,126.39802546860186,1.095508342408703,1.1705886335529545,5.567678931263964,14.933301052507607,144.2228219969024,6.189726197677792,15.555348318921435,144.84486926331624
CMR_0415,CMR,1.3448328520268065,504.5477873883549,185.26690980850424,109.3084340906819,190.70698119164686,130.8546662622125,1.2273352824579293,1.6949004104734264,141.88040464373827,153.17933647870652,138.7418132117005,142.49682963268725,153.7957614676555,139.35823820064948
CMR_0416,CMR,0.2440308837073323,190.4973128457186,64.28535674567095,47.47841927582981,69.91006289112985,55.74134652776548,1.0878312374465964,1.3539910916620843,91.78006346671266,74.13866988880427,100.55322448618541,92.40370235255871,74.76230877465032,101.17686337203146
CMR_0417,CMR,0.4145485720088449,293.94620951524985,122.6780338467326,47.174727657911106,122.7170788702017,72.65119648671683,1.2878794709466759,2.60050327659199,14.57455813766491,15.138309746096683,16.58368151858263,15.193080632825152,15.756832241256925,17.202204013742872
CMR_0418,CMR,0.32931862666237605,222.39506468110295,70.01020182824091,60.0087535347701,89.73076195578,64.75349398174686,1.093231320404634,1.1666664895426597,53.77925215747802,50.61287293695659,91.09244146775939,54.40127483281766,51.234895612296235,91.71446414309904
CMR_0419,CMR,0.26860165661065744,211.9675205055333,81.04107743869197,46.01185978093071,86.9783485551278,58.48027453578377,1.1537455639933984,1.7613084501374332,59.70965622511652,49.69684927460489,77.05512058440137,60.33274010475445,50.31993315424282,77.6782044640393
CMR_0421,CMR,1.714970670819018,514.6710032456739,183.7027132921392,122.64462333221343,187.04630460325296,147.76902504069528,1.1086550000591178,1.4978456315572415,49.29011917866945,65.5503427814051,51.28919895143007,49.90964526510652,66.16986886784217,51.90872503786714
CMR_0424,CMR,1.994999064379287,575.3546725727728,218.2673229924518,129.59646779189129,218.26765643481818,159.37727882221353,1.14910407365059,1.6842073453957866,26.473790498881204,25.689583822939902,25.58942215447522,27.084695468850086,26.300488792908784,26.2003271244441
CMR_0425,CMR,2.7752834850314434,628.2032274471144,213.59865049523052,177.58590762163269,229.08005467485566,187.97874031369747,1.0637548559761798,1.202790544339403,82.86965284347703,93.50796799303674,58.59440041585124,83.48874433180677,94.12705948136649,59.213491904180984
CMR_0426,CMR,0.1282948883052412,151.26830604802151,55.79993438964472,34.90645735191112,58.55697004826283,40.41659624184276,1.1913471632604056,1.5985562163210951,37.36922254109574,49.2579185828901,30.137383667935016,37.98199019905293,49.87068624084729,30.750151325892205
