cubeta_id,cuenca,dist_divide_m,slope_s50,slope_s100,slope_s200,slope_s500,slope_s1000,slope_s2000,tpi_R500,tpi_R1000,tpi_R2000,tpi_R5000,vd_ord4,vd_ord6
CMR_1756,CMR,27465.6755552686,0.6543906331062317,0.6283647418022156,0.3572002947330475,0.1181656494736671,0.0983098819851875,0.0816791057586669,-1.155852198600769,-1.9880841970443728,-1.8715500831604004,-1.4209249019622805,3.769352912902832,13.063275337219238
CMR_1758,CMR,27702.506954136155,0.4358426928520202,0.3768368065357208,0.2251996248960495,0.1776037961244583,0.1104423627257347,0.0843519642949104,-0.7413945198059082,-0.9671318531036376,-0.6023166179656982,-0.2895499765872955,2.848130226135254,12.147405624389648
CMR_1760,CMR,27821.304380635127,0.2468129396438598,0.1938131898641586,0.1043435409665107,0.0767062231898307,0.0709093287587165,0.0562853850424289,-2.0241098403930664,-2.912152051925659,-2.5683295726776123,-1.273118257522583,4.176654815673828,12.391502380371094
CMR_1761,CMR,27921.39462953324,0.3426357507705688,0.3506123125553131,0.2969883978366852,0.1417330652475357,0.0845463052392005,0.0697942376136779,-1.5438541173934937,-2.0956413745880127,-1.68994140625,-0.7250736355781555,3.507218360900879,12.271991729736328
CMR_1763,CMR,27950.509268489102,0.3448648452758789,0.2216194421052932,0.09642294049263,0.0862486436963081,0.0674763023853302,0.0532020702958107,-1.910597801208496,-2.757830142974853,-2.359302043914795,-1.0155500173568726,4.047360420227051,12.128294944763184
CMR_1765,CMR,28191.247882543947,0.3277316987514496,0.2834655046463012,0.1939829587936401,0.1509452164173126,0.0972794890403747,0.0756511911749839,0.0554914399981498,0.3214659392833709,1.1530085802078247,1.9334757328033447,1.3696565628051758,9.91311264038086
CMR_1766,CMR,28154.55801092961,0.3428814113140106,0.3125598430633545,0.2512804865837097,0.1415252834558487,0.0747239589691162,0.0602185726165771,-0.7562313079833984,-1.2016832828521729,-0.663220226764679,0.5461574792861938,2.5079965591430664,10.890210151672363
CMR_1767,CMR,28421.81923055228,0.0641014128923416,0.0889359563589096,0.1215870901942253,0.1349029242992401,0.0863025039434433,0.0683148652315139,0.1922155022621154,0.5744335055351257,1.5712069272994995,2.592564821243286,0.8623256683349609,9.194321632385254
CMR_1768,CMR,28366.69206857524,0.2626904547214508,0.2274336367845535,0.2308473736047744,0.1450198590755462,0.0699102059006691,0.0551692396402359,-0.9446342587471008,-1.1031780242919922,-0.3905417621135711,0.910060465335846,2.452946662902832,10.527796745300291
CMR_1769,CMR,28578.84295398098,0.0830367729067802,0.0851402729749679,0.0536053329706192,0.0833960026502609,0.0977393165230751,0.0804496705532074,-1.3049798011779783,-0.4301323294639587,0.9837011098861694,1.608034610748291,2.124689102172852,10.53885555267334
